ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;MUNICIPIO_COMPLEXO;UF_COMPLEXO;NOME_EXIBIDOR
125;2;2;2;SIM;SIM;NÃO;CINE LASER TANGARA;TANGARÁ DA SERRA;MT;CINE LASER TANGARA LTDA
124;2;2;2;SIM;NÃO;SIM;CINEART MINAS SHOPPING;BELO HORIZONTE;MG;DELTA FILMES LTDA
124;2;2;2;SIM;NÃO;SIM;CINE FLEXX TB;TELÊMACO BORBA;PR;CINEFLEXX LTDA
121;2;2;2;SIM;SIM;NÃO;MOBI CINE ARAGUAINA;ARAGUAÍNA;TO;CINE CARVALHO E CIA LTDA
120;2;2;2;SIM;SIM;NÃO;CINE LASER CUIABA;CUIABÁ;MT;CINE LASER CUIABA LTDA
118;2;2;2;SIM;NÃO;SIM;CIRCUITO CINEMAS - PBAS;PARAUAPEBAS;PA;CIRCUITO ENTRETENIMENTO E CINEMAS LTDA
114;2;2;2;SIM;NÃO;SIM;CINE LASER SORRISO;SORRISO;MT;CINE LASER CINEMAS LTDA
113;2;2;2;SIM;SIM;NÃO;CINE UNIPLEX JOINVILLE ESTAÇÃO;JOINVILLE;SC;CINEMAS UNIPLEX LTDA
112;2;2;2;SIM;SIM;NÃO;MOBI CINE REDENÇÃO;REDENÇÃO;PA;A. L. MENDES DE CARVALHO LEMOS E CIA LTDA
111;2;2;2;NÃO;SIM;NÃO;CINE ESTAÇÃO PORTO FELIZ;PORTO FELIZ;SP;CINE ESTAÇÃO OPERADORA DE CINEMA LTDA
111;2;2;2;SIM;SIM;NÃO;MOBI CINE REDENÇÃO;REDENÇÃO;PA;A. L. MENDES DE CARVALHO LEMOS E CIA LTDA
110;2;2;2;SIM;SIM;NÃO;MULTICINE CHAPECÓ;CHAPECÓ;SC;MOVIECINE EMPRESA CINEMATOGRÁFICA LTDA
109;2;2;2;NÃO;NÃO;SIM;CINEMAXX CINE BAUHAUS;PETRÓPOLIS;RJ;PROMOVE ADMINISTRACAO E REALIZACOES LTDA
108;2;2;2;SIM;NÃO;SIM;CINE AVELAN;NOSSA SENHORA DA GLÓRIA;SE;ALVARO DA SILVA CRUZ
107;2;2;2;NÃO;SIM;NÃO;CINE ESTAÇÃO PORTO FELIZ;PORTO FELIZ;SP;CINE ESTAÇÃO OPERADORA DE CINEMA LTDA
107;2;2;2;SIM;SIM;SIM;CINE TORRES;TORRES;RS;CINE TORRES LTDA - ME
106;2;2;2;NÃO;NÃO;SIM;694 CINEMARK CAMPO GRANDE;CAMPO GRANDE;MS;CINEMARK BRASIL S.A
106;2;2;2;SIM;SIM;NÃO;CINE LASER CUIABA;CUIABÁ;MT;CINE LASER CUIABA LTDA
104;2;2;2;SIM;SIM;NÃO;MULTICINE VALPARAISO;VALPARAÍSO DE GOIÁS;GO;MASTERCINE CINEMAS LTDA
103;2;2;2;SIM;SIM;NÃO;CINEFLIX CUIABÁ;CUIABÁ;MT;MOVIESYSTEM CINEMATOGRAFICA LTDA
100;2;2;2;SIM;SIM;NÃO;CINELUZ;LUZIÂNIA;GO;CARVALHO E ENTRETENIMENTO LTDA
100;2;2;2;SIM;SIM;NÃO;CINEART BLV COLINA;PONTE NOVA;MG;PONTE NOVA CINEMA LTDA
100;2;2;2;SIM;SIM;NÃO;CINEUP VASSOURAS;VASSOURAS;RJ;GUSGLAU CINE TEATRO GLÓRIA LTDA
99;2;2;2;SIM;SIM;NÃO;MOBI CINE REDENÇÃO;REDENÇÃO;PA;A. L. MENDES DE CARVALHO LEMOS E CIA LTDA
99;2;2;2;SIM;SIM;NÃO;MULTICINE SÃO JOSÉ;SÃO JOSÉ;SC;MULTICINE CINEMAS LTDA
98;2;2;2;SIM;NÃO;SIM;CINE LASER UMUARAMA;UMUARAMA;PR;CINE LASER CINEMAS UMUARAMA LTDA
97;2;2;2;SIM;SIM;NÃO;MOBI CINE PARAGOMINAS;PARAGOMINAS;PA;CINE CARVALHO E LEMOS LTDA
97;2;2;2;SIM;SIM;NÃO;MULTICINE SÃO JOSÉ;SÃO JOSÉ;SC;MULTICINE CINEMAS LTDA
96;2;2;2;NÃO;NÃO;NÃO;PORTAL CINE;ARAGUAÍNA;TO;PORTAL CINE - LTDA
96;2;2;2;SIM;NÃO;SIM;CINE TEATRO WILMA BENTIVEGNA;SUZANO;SP;MUNICÍPIO DE SUZANO
94;2;2;2;SIM;NÃO;SIM;CIRCUITO CINEMAS - PBAS;PARAUAPEBAS;PA;CIRCUITO ENTRETENIMENTO E CINEMAS LTDA
93;2;2;2;SIM;SIM;NÃO;MOBI CINE PARAGOMINAS;PARAGOMINAS;PA;CINE CARVALHO E LEMOS LTDA
93;2;2;2;SIM;SIM;NÃO;CINE SHOW RIO DAS OSTRAS;RIO DAS OSTRAS;RJ;TATU FILMES LTDA
92;2;2;2;SIM;NÃO;NÃO;ARCOPLEXCINEMAS- ITAJAÍ;ITAJAÍ;SC;EMPRESA DE CINEMAS ARCOPLEX S.A
90;2;2;2;SIM;SIM;NÃO;CINE XTREME EUNÁPOLIS;EUNÁPOLIS;BA;CINE XTREME EUNAPOLIS LTDA
90;2;2;2;SIM;SIM;NÃO;CINE RITZ CENTER;PONTE NOVA;MG;CINEMATOGRAFIA CENTER POWER SHOPPING LTDA
90;2;2;2;SIM;SIM;NÃO;CINE LASER TANGARA;TANGARÁ DA SERRA;MT;CINE LASER TANGARA LTDA
88;2;2;2;SIM;NÃO;SIM;ARCOS DIGITAL FILMES;RIO DE JANEIRO;RJ;ARCOS DIGITAL FILMES LTDA
87;2;2;2;SIM;SIM;SIM;CINE TORRES;TORRES;RS;CINE TORRES LTDA - ME
85;2;2;2;SIM;SIM;NÃO;CINE LASER CASCAVEL;CASCAVEL;PR;CINE LASER CASCAVEL LTDA
85;2;2;2;NÃO;SIM;NÃO;IMS POÇOS;POÇOS DE CALDAS;MG;INSTITUTO MOREIRA SALLES
83;2;2;2;SIM;SIM;NÃO;WALMIR ALMEIDA;ARACAJU;SE;AVBR PRODUÇÕES LTDA
81;2;2;2;SIM;SIM;NÃO;CINE UNIPLEX JOINVILLE ESTAÇÃO;JOINVILLE;SC;CINEMAS UNIPLEX LTDA
73;2;2;2;SIM;SIM;NÃO;CINE A SAO JOAO DA BOA VISTA;SÃO JOÃO DA BOA VISTA;SP;CINE A LTDA
70;2;2;2;SIM;SIM;NÃO;CINEFLIX LONDRINA;LONDRINA;PR;MOVIESYSTEM CINEMATOGRAFICA LTDA
66;2;2;2;SIM;NÃO;SIM;KINOPLEX PARQUE DA CIDADE;SÃO PAULO;SP;EMPRESA CINEMAS SÃO LUIZ S/A
65;2;2;2;SIM;SIM;NÃO;CINE LASER CASCAVEL;CASCAVEL;PR;CINE LASER CASCAVEL LTDA
65;2;2;2;SIM;NÃO;SIM;KINOPLEX PARQUE DA CIDADE;SÃO PAULO;SP;EMPRESA CINEMAS SÃO LUIZ S/A
64;2;2;2;SIM;NÃO;SIM;CIRCUITO CINEMAS - PTP;PONTA PORÃ;MS;CIRCUITO ENTRETENIMENTO E CINEMAS LTDA
40;2;2;2;SIM;SIM;NÃO;MOBI CINE ARAGUAINA;ARAGUAÍNA;TO;CINE CARVALHO E CIA LTDA
207;1;2;2;SIM;NÃO;SIM;CINE GUEDES;PATOS;PB;LILIANE ROCHA DE MEDEIROS GUEDES-ME
188;1;2;2;SIM;NÃO;SIM;CINE GUEDES;PATOS;PB;LILIANE ROCHA DE MEDEIROS GUEDES-ME
114;1;2;2;SIM;SIM;NÃO;PARADIGMA CINE ARTE;FLORIANÓPOLIS;SC;INSTITUTO PARADIGMA CINE ARTE
105;1;2;2;SIM;NÃO;SIM;MOVIE ARTE SHOPPING BENTO;BENTO GONÇALVES;RS;MOVIE ARTE CINEMAS LTDA
67;1;2;2;SIM;NÃO;SIM;CENTERPLEX BOULEVARD VITORIA DA CONQUISTA;VITÓRIA DA CONQUISTA;BA;CINE ELI BAHIA CINEMAS LTDA - EM RECUPERACAO JUDICIAL
132;0;2;2;SIM;SIM;NÃO;CINE PENHA;RIO DE JANEIRO;RJ;WELLINGTON CARDOSO DA LUZ CINEMAS LTDA
124;0;2;2;SIM;SIM;NÃO;CINE PENHA;RIO DE JANEIRO;RJ;WELLINGTON CARDOSO DA LUZ CINEMAS LTDA
223;8;1;2;SIM;NÃO;SIM;705 CINEMARK CENTRAL PLAZA;SÃO PAULO;SP;CINEMARK BRASIL S.A
187;8;1;2;SIM;NÃO;SIM;705 CINEMARK CENTRAL PLAZA;SÃO PAULO;SP;CINEMARK BRASIL S.A
144;7;1;2;SIM;NÃO;SIM;705 CINEMARK CENTRAL PLAZA;SÃO PAULO;SP;CINEMARK BRASIL S.A
304;6;1;2;NÃO;NÃO;SIM;MULTIPLEX PARK LAGOS;CABO FRIO;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
278;6;1;2;SIM;NÃO;SIM;688 CINEMARK MARKET PLACE;SÃO PAULO;SP;CINEMARK BRASIL S.A
218;6;1;2;SIM;NÃO;SIM;716 CINEMARK ARICANDUVA;SÃO PAULO;SP;CINEMARK BRASIL S.A
169;6;1;2;SIM;NÃO;SIM;CINE RITZ PERIM;CACHOEIRO DE ITAPEMIRIM;ES;CINEMATOGRAFICA CACHOEIRO LTDA
143;6;1;2;SIM;NÃO;SIM;705 CINEMARK CENTRAL PLAZA;SÃO PAULO;SP;CINEMARK BRASIL S.A
249;5;1;2;SIM;NÃO;SIM;710 CINEMARK SP MARKET;SÃO PAULO;SP;CINEMARK BRASIL S.A
227;5;1;2;SIM;NÃO;SIM;714 CINEMARK INTERLAGOS;SÃO PAULO;SP;CINEMARK BRASIL S.A
218;5;1;2;SIM;NÃO;SIM;688 CINEMARK MARKET PLACE;SÃO PAULO;SP;CINEMARK BRASIL S.A
215;5;1;2;SIM;NÃO;SIM;KINOPLEX BOULEVARD;BRASÍLIA;DF;EMPRESA CINEMAS SÃO LUIZ S/A
376;4;1;2;SIM;NÃO;SIM;710 CINEMARK SP MARKET;SÃO PAULO;SP;CINEMARK BRASIL S.A
228;4;1;2;SIM;NÃO;SIM;710 CINEMARK SP MARKET;SÃO PAULO;SP;CINEMARK BRASIL S.A
210;4;1;2;SIM;NÃO;SIM;GRUPOCINE SETE LAGOAS;SETE LAGOAS;MG;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
209;4;1;2;SIM;NÃO;SIM;710 CINEMARK SP MARKET;SÃO PAULO;SP;CINEMARK BRASIL S.A
207;4;1;2;SIM;NÃO;SIM;KINOPLEX VIA PARQUE;RIO DE JANEIRO;RJ;EMPRESA CINEMAS SÃO LUIZ S/A
207;4;1;2;SIM;NÃO;SIM;716 CINEMARK ARICANDUVA;SÃO PAULO;SP;CINEMARK BRASIL S.A
200;4;1;2;SIM;NÃO;SIM;690 CINEMARK BOULEVARD TATUAPÉ;SÃO PAULO;SP;CINEMARK BRASIL S.A
199;4;1;2;NÃO;NÃO;SIM;711 CINEMARK TATUAPE;SÃO PAULO;SP;CINEMARK BRASIL S.A
198;4;1;2;SIM;NÃO;SIM;687 CINEMARK SHOPPING D;SÃO PAULO;SP;CINEMARK BRASIL S.A
198;4;1;2;SIM;NÃO;SIM;2117 CINEMARK VILA VELHA;VILA VELHA;ES;CINEMARK BRASIL S.A
194;4;1;2;SIM;NÃO;SIM;711 CINEMARK TATUAPE;SÃO PAULO;SP;CINEMARK BRASIL S.A
193;4;1;2;SIM;NÃO;SIM;MOVIE ARTE CINEMAS ERECHIM;ERECHIM;RS;MOVIE ARTE CINEMAS LTDA
193;4;1;2;SIM;NÃO;SIM;687 CINEMARK SHOPPING D;SÃO PAULO;SP;CINEMARK BRASIL S.A
193;4;1;2;SIM;NÃO;SIM;727 CINEMARK VILLA LOBOS;SÃO PAULO;SP;CINEMARK BRASIL S.A
192;4;1;2;SIM;NÃO;SIM;716 CINEMARK ARICANDUVA;SÃO PAULO;SP;CINEMARK BRASIL S.A
191;4;1;2;SIM;NÃO;SIM;716 CINEMARK ARICANDUVA;SÃO PAULO;SP;CINEMARK BRASIL S.A
184;4;1;2;SIM;SIM;NÃO;GRUPOCINE DELMIRO GOUVEIA;DELMIRO GOUVEIA;AL;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
183;4;1;2;SIM;NÃO;SIM;682 CINEMARK CIDADE JARDIM;SÃO PAULO;SP;CINEMARK BRASIL S.A
183;4;1;2;SIM;NÃO;SIM;727 CINEMARK VILLA LOBOS;SÃO PAULO;SP;CINEMARK BRASIL S.A
176;4;1;2;SIM;NÃO;SIM;2103 CINEMARK MOOCA PLAZA SHOPPING;SÃO PAULO;SP;CINEMARK BRASIL S.A
170;4;1;2;SIM;NÃO;SIM;714 CINEMARK INTERLAGOS;SÃO PAULO;SP;CINEMARK BRASIL S.A
168;4;1;2;SIM;NÃO;SIM;KINOPLEX MACEIÓ;MACEIÓ;AL;EMPRESA CINEMAS SÃO LUIZ S/A
163;4;1;2;SIM;NÃO;SIM;2121 CINEMARK LAGES GARDEN;LAGES;SC;CINEMARK BRASIL S.A
156;4;1;2;NÃO;NÃO;SIM;MOVIECOM CASTANHEIRA;BELÉM;PA;MOVIE CINEMAS LTDA
156;4;1;2;SIM;NÃO;SIM;CINEPLUS JARDIM AMÉRICA;CURITIBA;PR;CINEPLUS PRODUÇÕES ARTISTICAS E CINEMA LTDA
153;4;1;2;SIM;NÃO;SIM;715 CINEMARK ELDORADO;SÃO PAULO;SP;CINEMARK BRASIL S.A
151;4;1;2;SIM;NÃO;SIM;KINOPLEX MACEIÓ;MACEIÓ;AL;EMPRESA CINEMAS SÃO LUIZ S/A
142;4;1;2;SIM;NÃO;SIM;723 CINEMARK PAULISTA;SÃO PAULO;SP;CINEMARK BRASIL S.A
142;4;1;2;SIM;NÃO;SIM;727 CINEMARK VILLA LOBOS;SÃO PAULO;SP;CINEMARK BRASIL S.A
138;4;1;2;SIM;NÃO;SIM;GRUPOCINE EMBU DAS ARTES;EMBU DAS ARTES;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
135;4;1;2;SIM;NÃO;SIM;2102 CINEMARK WEST PLAZA;SÃO PAULO;SP;CINEMARK BRASIL S.A
121;4;1;2;SIM;NÃO;SIM;721 CINEMARK HIGIENOPOLIS;SÃO PAULO;SP;CINEMARK BRASIL S.A
120;4;1;2;SIM;SIM;SIM;CINE BANGUÊ;JOÃO PESSOA;PB;FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA FUNESC
118;4;1;2;SIM;NÃO;SIM;2114 CINEMARK LAR CENTER;SÃO PAULO;SP;CINEMARK BRASIL S.A
118;4;1;2;SIM;NÃO;SIM;721 CINEMARK HIGIENOPOLIS;SÃO PAULO;SP;CINEMARK BRASIL S.A
116;4;1;2;SIM;NÃO;SIM;MOVIE ARTE L´AMÉRICA;BENTO GONÇALVES;RS;MOVIE ARTE CINEMAS LTDA
100;4;1;2;SIM;NÃO;SIM;723 CINEMARK PAULISTA;SÃO PAULO;SP;CINEMARK BRASIL S.A
249;3;1;2;NÃO;NÃO;NÃO;710 CINEMARK SP MARKET;SÃO PAULO;SP;CINEMARK BRASIL S.A
223;3;1;2;SIM;NÃO;SIM;688 CINEMARK MARKET PLACE;SÃO PAULO;SP;CINEMARK BRASIL S.A
210;3;1;2;SIM;NÃO;SIM;688 CINEMARK MARKET PLACE;SÃO PAULO;SP;CINEMARK BRASIL S.A
196;3;1;2;SIM;NÃO;SIM;716 CINEMARK ARICANDUVA;SÃO PAULO;SP;CINEMARK BRASIL S.A
168;3;1;2;SIM;NÃO;SIM;REDECINE - RIO PQ SHOP SULACAP;RIO DE JANEIRO;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
167;3;1;2;SIM;SIM;NÃO;CONSTRUCINE ITARARE;ITARARÉ;SP;RR2 CINEMATOGRAFIA LTDA
167;3;1;2;SIM;NÃO;SIM;REDECINE - RIO AMERICAS;RIO DE JANEIRO;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
163;3;1;2;SIM;SIM;NÃO;GRUPOCINE DELMIRO GOUVEIA;DELMIRO GOUVEIA;AL;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
162;3;1;2;SIM;NÃO;SIM;2103 CINEMARK MOOCA PLAZA SHOPPING;SÃO PAULO;SP;CINEMARK BRASIL S.A
161;3;1;2;SIM;NÃO;SIM;REDECINE - RIO AMERICAS;RIO DE JANEIRO;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
159;3;1;2;SIM;NÃO;SIM;REDECINE - RIO AMERICAS;RIO DE JANEIRO;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
159;3;1;2;SIM;NÃO;SIM;711 CINEMARK TATUAPE;SÃO PAULO;SP;CINEMARK BRASIL S.A
157;3;1;2;SIM;NÃO;SIM;REDECINE - RIO PQ SHOP SULACAP;RIO DE JANEIRO;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
149;3;1;2;SIM;NÃO;SIM;716 CINEMARK ARICANDUVA;SÃO PAULO;SP;CINEMARK BRASIL S.A
148;3;1;2;SIM;NÃO;SIM;MOVIECOM PÁTIO BELÉM;BELÉM;PA;MOVIE CINEMAS LTDA
148;3;1;2;SIM;NÃO;SIM;716 CINEMARK ARICANDUVA;SÃO PAULO;SP;CINEMARK BRASIL S.A
147;3;1;2;NÃO;NÃO;NÃO;2132 CINEMARK SHOPPING IGUATEMI SP;SÃO PAULO;SP;CINEMARK BRASIL S.A
138;3;1;2;SIM;SIM;NÃO;CONSTRUCINE ITARARE;ITARARÉ;SP;RR2 CINEMATOGRAFIA LTDA
136;3;1;2;SIM;NÃO;SIM;687 CINEMARK SHOPPING D;SÃO PAULO;SP;CINEMARK BRASIL S.A
136;3;1;2;SIM;NÃO;SIM;2132 CINEMARK SHOPPING IGUATEMI SP;SÃO PAULO;SP;CINEMARK BRASIL S.A
135;3;1;2;SIM;NÃO;SIM;2132 CINEMARK SHOPPING IGUATEMI SP;SÃO PAULO;SP;CINEMARK BRASIL S.A
132;3;1;2;SIM;NÃO;SIM;716 CINEMARK ARICANDUVA;SÃO PAULO;SP;CINEMARK BRASIL S.A
131;3;1;2;SIM;NÃO;SIM;UCI BRASIL - ANALIA FRANCO;SÃO PAULO;SP;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
130;3;1;2;SIM;NÃO;SIM;687 CINEMARK SHOPPING D;SÃO PAULO;SP;CINEMARK BRASIL S.A
127;3;1;2;SIM;NÃO;SIM;682 CINEMARK CIDADE JARDIM;SÃO PAULO;SP;CINEMARK BRASIL S.A
126;3;1;2;SIM;NÃO;SIM;711 CINEMARK TATUAPE;SÃO PAULO;SP;CINEMARK BRASIL S.A
122;3;1;2;SIM;NÃO;SIM;687 CINEMARK SHOPPING D;SÃO PAULO;SP;CINEMARK BRASIL S.A
121;3;1;2;SIM;NÃO;SIM;727 CINEMARK VILLA LOBOS;SÃO PAULO;SP;CINEMARK BRASIL S.A
119;3;1;2;SIM;NÃO;SIM;UCI BRASIL - ANALIA FRANCO;SÃO PAULO;SP;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
117;3;1;2;SIM;NÃO;SIM;711 CINEMARK TATUAPE;SÃO PAULO;SP;CINEMARK BRASIL S.A
116;3;1;2;SIM;NÃO;SIM;721 CINEMARK HIGIENOPOLIS;SÃO PAULO;SP;CINEMARK BRASIL S.A
113;3;1;2;SIM;NÃO;SIM;711 CINEMARK TATUAPE;SÃO PAULO;SP;CINEMARK BRASIL S.A
112;3;1;2;SIM;NÃO;SIM;UCI BRASIL - ANALIA FRANCO;SÃO PAULO;SP;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
97;3;1;2;SIM;NÃO;SIM;721 CINEMARK HIGIENOPOLIS;SÃO PAULO;SP;CINEMARK BRASIL S.A
91;3;1;2;SIM;NÃO;SIM;CINE CARIOCA NOVA BRASÍLIA;RIO DE JANEIRO;RJ;WELLINGTON CARDOSO DA LUZ CINEMAS LTDA
64;3;1;2;SIM;NÃO;SIM;KINOPLEX PRAIA DA COSTA;VILA VELHA;ES;EMPRESA CINEMAS SÃO LUIZ S/A
234;2;1;2;SIM;NÃO;SIM;MOVIE ARTE SHOPPING BENTO;BENTO GONÇALVES;RS;MOVIE ARTE CINEMAS LTDA
232;2;1;2;SIM;NÃO;SIM;CINE LASER PASSO FUNDO;PASSO FUNDO;RS;CINE LASER SUL LTDA
196;2;1;2;NÃO;NÃO;SIM;CINE LASER PASSO FUNDO;PASSO FUNDO;RS;CINE LASER SUL LTDA
173;2;1;2;SIM;NÃO;SIM;KINOPLEX PRAIA DA COSTA;VILA VELHA;ES;EMPRESA CINEMAS SÃO LUIZ S/A
168;2;1;2;SIM;NÃO;SIM;KINOPLEX PRAIA DA COSTA;VILA VELHA;ES;EMPRESA CINEMAS SÃO LUIZ S/A
167;2;1;2;SIM;SIM;NÃO;GRUPOCINE FORTALEZA;FORTALEZA;CE;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
163;2;1;2;SIM;NÃO;SIM;CINE LASER PASSO FUNDO;PASSO FUNDO;RS;CINE LASER SUL LTDA
150;2;1;2;SIM;NÃO;SIM;2126 CINEMARK SÃO JOSÉ DOS PINHAIS;SÃO JOSÉ DOS PINHAIS;PR;CINEMARK BRASIL S.A
148;2;1;2;SIM;NÃO;SIM;CINE LASER PASSO FUNDO;PASSO FUNDO;RS;CINE LASER SUL LTDA
147;2;1;2;SIM;NÃO;SIM;2126 CINEMARK SÃO JOSÉ DOS PINHAIS;SÃO JOSÉ DOS PINHAIS;PR;CINEMARK BRASIL S.A
140;2;1;2;SIM;NÃO;SIM;CINEART PONTEIO;BELO HORIZONTE;MG;DELTA FILMES LTDA
140;2;1;2;SIM;NÃO;SIM;CINE LASER PASSO FUNDO;PASSO FUNDO;RS;CINE LASER SUL LTDA
140;2;1;2;SIM;NÃO;SIM;714 CINEMARK INTERLAGOS;SÃO PAULO;SP;CINEMARK BRASIL S.A
137;2;1;2;SIM;NÃO;SIM;MOVIECOM PÁTIO BELÉM;BELÉM;PA;MOVIE CINEMAS LTDA
132;2;1;2;SIM;NÃO;SIM;CINEMA ITAPIPOCA;ITAPIPOCA;CE;J B PINHEIRO ALVES JUNIOR - ME
131;2;1;2;SIM;NÃO;SIM;CINEMA ITAPIPOCA;ITAPIPOCA;CE;J B PINHEIRO ALVES JUNIOR - ME
131;2;1;2;NÃO;NÃO;SIM;CINE GUEDES;PATOS;PB;LILIANE ROCHA DE MEDEIROS GUEDES-ME
129;2;1;2;SIM;NÃO;SIM;714 CINEMARK INTERLAGOS;SÃO PAULO;SP;CINEMARK BRASIL S.A
127;2;1;2;NÃO;NÃO;SIM;CINEPLUS FAZENDA;FAZENDA RIO GRANDE;PR;CINELUZ CINEMA LTDA
123;2;1;2;SIM;SIM;NÃO;GRUPOCINE FORTALEZA;FORTALEZA;CE;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
123;2;1;2;NÃO;NÃO;SIM;MOVIECOM VALE DO AÇO;IPATINGA;MG;EMPRESA CINEMATOGRÁFICA IPATINGA LTDA
112;2;1;2;SIM;NÃO;SIM;REDECINE - RIO PQ SHOP SULACAP;RIO DE JANEIRO;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
110;2;1;2;NÃO;NÃO;SIM;CINE FLORESTA GUARANTÂ;GUARANTÃ DO NORTE;MT;CINE GUARANTA LTDA
110;2;1;2;SIM;NÃO;SIM;662 CINEMARK SHOPPING RAPOSO TAVARES;SÃO PAULO;SP;CINEMARK BRASIL S.A
98;2;1;2;NÃO;NÃO;SIM;CINE ASTON;PARANAVAÍ;PR;SBPO ENTRETENIMENTOS LTDA
97;2;1;2;SIM;NÃO;SIM;682 CINEMARK CIDADE JARDIM;SÃO PAULO;SP;CINEMARK BRASIL S.A
96;2;1;2;SIM;NÃO;SIM;REDECINE - RIO AMERICAS;RIO DE JANEIRO;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
79;2;1;2;SIM;NÃO;SIM;2120 CINEMARK MOGI DAS CRUZES;MOGI DAS CRUZES;SP;CINEMARK BRASIL S.A
77;2;1;2;NÃO;NÃO;SIM;ALQUIMIA CULTURAL;ARACAJU;SE;ALQUIMIA CULTURAL EMPREENDIMENTOS LTDA
59;2;1;2;SIM;NÃO;SIM;682 CINEMARK CIDADE JARDIM;SÃO PAULO;SP;CINEMARK BRASIL S.A
52;2;1;2;SIM;NÃO;SIM;682 CINEMARK CIDADE JARDIM;SÃO PAULO;SP;CINEMARK BRASIL S.A
20;2;1;2;SIM;SIM;SIM;REDE CIDADE CINECLUBE;TAUBATÉ;SP;REDE CIDADE DE COMUNICACAO E CIDADANIA
150;1;1;2;NÃO;NÃO;SIM;CINEPLUS XAXIM;CURITIBA;PR;VITOMAQ PRODUÇÕES ARTISTICAS E CINEMA LTDA - ME
96;1;1;2;SIM;SIM;SIM;CINE XIN CINEMA;CÁCERES;MT;CINE XIN LTDA
79;1;1;2;NÃO;NÃO;SIM;CINEMAX CINEMAS FRANCISCO BELTRÃO;FRANCISCO BELTRÃO;PR;CINEMAX CINEMAS FRANCISCO BELTRAO LTDA
366;10;0;2;SIM;NÃO;SIM;JARDIM GUADALUPE;RIO DE JANEIRO;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
364;10;0;2;SIM;NÃO;SIM;JARDIM GUADALUPE;RIO DE JANEIRO;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
297;8;0;2;SIM;NÃO;SIM;KINOPLEX GOIÂNIA;GOIÂNIA;GO;EMPRESA CINEMAS SÃO LUIZ S/A
262;8;0;2;SIM;NÃO;SIM;UNIPLEX JOINVILLE;JOINVILLE;SC;CINEMAS UNIPLEX LTDA
329;7;0;2;SIM;SIM;SIM;CINESYSTEM BOURBON SHOPPING COUNTRY;PORTO ALEGRE;RS;ESPAÇO DE CINEMA SUL LTDA
323;7;0;2;SIM;NÃO;SIM;SOROCABA CIDADE;SOROCABA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
306;7;0;2;SIM;NÃO;SIM;JARDIM GUADALUPE;RIO DE JANEIRO;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
282;6;0;2;NÃO;NÃO;SIM;MULTIPLEX PANTANAL;CUIABÁ;MT;MSA EMPRESA CINEMATOGRÁFICA LTDA
279;6;0;2;SIM;SIM;SIM;CINESYSTEM BOURBON SHOPPING COUNTRY;PORTO ALEGRE;RS;ESPAÇO DE CINEMA SUL LTDA
265;6;0;2;SIM;NÃO;SIM;JARDIM GUADALUPE;RIO DE JANEIRO;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
242;6;0;2;SIM;NÃO;SIM;KINOPLEX GOIÂNIA;GOIÂNIA;GO;EMPRESA CINEMAS SÃO LUIZ S/A
133;6;0;2;NÃO;NÃO;SIM;CINE A MINEIROS;MINEIROS;GO;CINE A LTDA
120;6;0;2;NÃO;NÃO;SIM;CINE A MINEIROS;MINEIROS;GO;CINE A LTDA
298;5;0;2;SIM;NÃO;SIM;MOVIEMAX CAMARÁ;CAMARAGIBE;PE;P.M.C. CINEMAS DO BRASIL LTDA
276;5;0;2;SIM;NÃO;SIM;MULTIPLEX DUQUE DE CAXIAS;DUQUE DE CAXIAS;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
272;5;0;2;SIM;NÃO;SIM;CINEMAIS UBERABA;UBERABA;MG;CINEMAIS CINEMAS LTDA
