ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;MUNICIPIO_COMPLEXO;UF_COMPLEXO;NOME_EXIBIDOR
93;3;0;1;SIM;NÃO;SIM;RESERVA CULTURAL DE CINEMA - NITEROI;NITERÓI;RJ;RESERVA CULTURAL DE CINEMA LTDA.
88;3;0;1;SIM;NÃO;SIM;ESPAÇO ITAÚ DE CINEMA AUGUSTA;SÃO PAULO;SP;CINEMA ARTEPLEX LTDA.
85;3;0;1;SIM;NÃO;SIM;RESERVA CULTURAL DE CINEMA - NITEROI;NITERÓI;RJ;RESERVA CULTURAL DE CINEMA LTDA.
82;3;0;1;SIM;NÃO;SIM;CINE UNIPLEX GUARATUBA;GUARATUBA;PR;CINEMAS UNIPLEX LTDA
79;3;0;1;NÃO;NÃO;NÃO;CINE VILA RICA: CAMPO VERDE;CAMPO VERDE;MT;MAURICIO JOSE NICOLINO & CIA LTDA
186;2;0;1;NÃO;NÃO;NÃO;CINE RITZ PÁTIO DIVINÓPOLIS;DIVINÓPOLIS;MG;CINE RITZ DIVINÓPOLIS LTDA. - EPP
177;2;0;1;NÃO;NÃO;NÃO;CINE RITZ PÁTIO DIVINÓPOLIS;DIVINÓPOLIS;MG;CINE RITZ DIVINÓPOLIS LTDA. - EPP
177;2;0;1;NÃO;SIM;SIM;CINE GLAUBER ROCHA;SALVADOR;BA;ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA
173;2;0;1;SIM;NÃO;SIM;GRUPOCINE SANTA ISABEL;SANTA ISABEL;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
172;2;0;1;SIM;NÃO;SIM;GRUPOCINE VIDEIRA;VIDEIRA;SC;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
151;2;0;1;SIM;NÃO;SIM;GRUPOCINE RIO DO SUL;RIO DO SUL;SC;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
148;2;0;1;NÃO;SIM;SIM;CINE GLAUBER ROCHA;SALVADOR;BA;ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA
142;2;0;1;NÃO;NÃO;NÃO;CINE RITZ PÁTIO DIVINÓPOLIS;DIVINÓPOLIS;MG;CINE RITZ DIVINÓPOLIS LTDA. - EPP
132;2;0;1;NÃO;NÃO;NÃO;CINE RITZ PÁTIO DIVINÓPOLIS;DIVINÓPOLIS;MG;CINE RITZ DIVINÓPOLIS LTDA. - EPP
131;2;0;1;SIM;NÃO;SIM;GRUPOCINE VIDEIRA;VIDEIRA;SC;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
127;2;0;1;SIM;NÃO;SIM;GRUPOCINE ITAPETININGA;ITAPETININGA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
120;2;0;1;SIM;NÃO;SIM;GRUPOCINE RIO DO SUL;RIO DO SUL;SC;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
116;2;0;1;SIM;SIM;SIM;CENTERPLEX VIA SUL SHOPPING;FORTALEZA;CE;EMPRESA DE CINEMAS FORTALEZA LTDA
115;2;0;1;SIM;NÃO;SIM;CINESERCLA AVENIDA;FEIRA DE SANTANA;BA;LB CINEMAS LTDA
113;2;0;1;SIM;NÃO;SIM;CINE MILANI;JI-PARANÁ;RO;S.L. MILANI CINE E VIDEO
106;2;0;1;SIM;NÃO;SIM;GRUPOCINE ITAPETININGA;ITAPETININGA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
106;2;0;1;SIM;NÃO;SIM;CINEMAS UNIPLEX PARANAGUÁ;PARANAGUÁ;PR;CINEMAS UNIPLEX LTDA
101;2;0;1;SIM;NÃO;SIM;CENTRO CULTURAL SÃO PAULO;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
98;2;0;1;SIM;NÃO;SIM;CENTRO CULTURAL SÃO PAULO;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
95;2;0;1;SIM;NÃO;SIM;CINE A ALFENAS;ALFENAS;MG;CINE A LTDA
90;2;0;1;SIM;NÃO;SIM;CENTRO DE CULTURA BELAS ARTES CINEMA;SÃO PAULO;SP;CENTRO DE CULTURA BELAS ARTES CINEMAS
84;2;0;1;NÃO;NÃO;NÃO;CINE RITZ PÁTIO DIVINÓPOLIS;DIVINÓPOLIS;MG;CINE RITZ DIVINÓPOLIS LTDA. - EPP
71;2;0;1;SIM;NÃO;SIM;CINESERCLA AVENIDA;FEIRA DE SANTANA;BA;LB CINEMAS LTDA
68;2;0;1;SIM;NÃO;SIM;CINE COLOMBO - ARARAS;ARARAS;SP;CINE A LTDA
62;2;0;1;NÃO;NÃO;NÃO;CINE COLOMBO - ITAPIRA;ITAPIRA;SP;CINE A LTDA
49;2;0;1;SIM;NÃO;SIM;CINE A POUSO ALEGRE;POUSO ALEGRE;MG;CINE A LTDA
36;2;0;1;SIM;NÃO;SIM;CINE A POUSO ALEGRE;POUSO ALEGRE;MG;CINE A LTDA
33;2;0;1;SIM;NÃO;SIM;ESPAÇO ITAÚ DE CINEMA AUGUSTA;SÃO PAULO;SP;CINEMA ARTEPLEX LTDA.
226;1;0;1;SIM;NÃO;SIM;CINESYSTEM ANANINDEUA;ANANINDEUA;PA;REDECINE BRA CINEMATOGRÁFICA S.A.
76;1;0;1;SIM;SIM;NÃO;CINE A CONTINENTAL;SÃO PAULO;SP;CINE A LTDA
71;1;0;1;SIM;NÃO;NÃO;GRUPOCINE ITAPETININGA;ITAPETININGA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
64;1;0;1;SIM;NÃO;NÃO;CINESYSTEM MORUMBI TOWN;SÃO PAULO;SP;REDECINE BRA CINEMATOGRÁFICA S.A.
48;1;0;1;NÃO;NÃO;NÃO;CINE LANKIANA;SALVADOR;BA;INSTITUTO AUDIOVISUAL MULHERES DE ODUN
46;1;0;1;NÃO;NÃO;SIM;REDECINE - RIO AMERICAS;RIO DE JANEIRO;RJ;REDECINE - RIO CINEMATOGRAFICA S.A.
45;1;0;1;NÃO;NÃO;NÃO;CINESYSTEM PAULISTA;PAULISTA;PE;REDECINE BRA CINEMATOGRÁFICA S.A.
144;0;0;1;SIM;SIM;NÃO;CINE PENEDO;PENEDO;AL;UNIVERSIDADE FEDERAL DE ALAGOAS
156;2;11;0;SIM;NÃO;SIM;CINE ESTAÇÃO NET GÁVEA;RIO DE JANEIRO;RJ;ESTAÇÃO CINEMA E CULTURA LTDA
106;2;9;0;SIM;NÃO;SIM;CINE ESTAÇÃO NET RIO;RIO DE JANEIRO;RJ;ESTAÇÃO CINEMA E CULTURA LTDA
70;5;7;0;SIM;SIM;NÃO;PSICADEIRO - SALA BEATRIZ SEGALL;SÃO PAULO;SP;PSICADEIRO PRODUÇÕES EDUCATIVAS E ARTÍSTICAS LTDA
108;1;7;0;SIM;NÃO;SIM;CINE ESTAÇÃO NET RIO;RIO DE JANEIRO;RJ;ESTAÇÃO CINEMA E CULTURA LTDA
106;1;7;0;SIM;NÃO;SIM;CINE ESTAÇÃO NET RIO;RIO DE JANEIRO;RJ;ESTAÇÃO CINEMA E CULTURA LTDA
79;1;6;0;SIM;NÃO;SIM;CINE ESTAÇÃO NET RIO;RIO DE JANEIRO;RJ;ESTAÇÃO CINEMA E CULTURA LTDA
56;1;6;0;SIM;NÃO;SIM;CINE ESTAÇÃO NET RIO;RIO DE JANEIRO;RJ;ESTAÇÃO CINEMA E CULTURA LTDA
126;2;5;0;SIM;NÃO;SIM;CINE ESTAÇÃO NET GÁVEA;RIO DE JANEIRO;RJ;ESTAÇÃO CINEMA E CULTURA LTDA
84;2;5;0;SIM;NÃO;SIM;CINE ESTAÇÃO NET GÁVEA;RIO DE JANEIRO;RJ;ESTAÇÃO CINEMA E CULTURA LTDA
159;4;4;0;SIM;NÃO;SIM;MOVIECOM PÁTIO MARABÁ;MARABÁ;PA;MOVIE CINEMAS LTDA
120;4;4;0;NÃO;NÃO;NÃO;MULTIPLEX CAMPO LIMPO;SÃO PAULO;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
87;4;4;0;SIM;SIM;NÃO;GRUPOCINE TERRAZO EUSÉBIO;EUSÉBIO;CE;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
148;3;4;0;SIM;SIM;NÃO;CINEFLIX - CATARINA;SÃO ROQUE;SP;REDECINE CATARINA CINEMATOGRAFICA LTDA
94;3;4;0;SIM;SIM;NÃO;CINEFLIX - CIDADE;MARINGÁ;PR;MOVIESYSTEM CINEMATOGRAFICA LTDA
270;2;4;0;NÃO;NÃO;SIM;MOVIECOM BURITI;APARECIDA DE GOIÂNIA;GO;MOVIE CINEMAS LTDA
252;2;4;0;NÃO;NÃO;SIM;MOVIECOM BURITI;APARECIDA DE GOIÂNIA;GO;MOVIE CINEMAS LTDA
192;2;4;0;SIM;NÃO;SIM;MOVIEMAX ELDORADO;GARANHUNS;PE;P.M.C. CINEMAS DO BRASIL LTDA
91;2;4;0;SIM;NÃO;SIM;CINE ESTAÇÃO NET GÁVEA;RIO DE JANEIRO;RJ;ESTAÇÃO CINEMA E CULTURA LTDA
270;5;3;0;SIM;NÃO;SIM;KINOPLEX GOLDEN;SÃO LUÍS;MA;EMPRESA CINEMAS SÃO LUIZ S/A
190;4;3;0;SIM;NÃO;SIM;MOVIECOM MACAPÁ SHOPPING;MACAPÁ;AP;MOVIE CINEMAS LTDA
166;4;3;0;SIM;NÃO;SIM;MOVIECOM PÁTIO MARABÁ;MARABÁ;PA;MOVIE CINEMAS LTDA
162;4;3;0;SIM;NÃO;SIM;MOVIECOM MACAPÁ SHOPPING;MACAPÁ;AP;MOVIE CINEMAS LTDA
284;3;3;0;NÃO;NÃO;NÃO;MOVIECINE;PORTO ALEGRE;RS;GMF PRODUÇÕES ARTISTICAS LTDA
112;3;3;0;SIM;NÃO;SIM;UCI BRASIL - NEW YORK;RIO DE JANEIRO;RJ;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
96;3;3;0;SIM;NÃO;SIM;MOVIECOM PÁTIO MARABÁ;MARABÁ;PA;MOVIE CINEMAS LTDA
92;3;3;0;SIM;NÃO;SIM;MOVIECOM PÁTIO MARABÁ;MARABÁ;PA;MOVIE CINEMAS LTDA
210;2;3;0;NÃO;NÃO;NÃO;MOVIECOM BURITI;APARECIDA DE GOIÂNIA;GO;MOVIE CINEMAS LTDA
191;2;3;0;NÃO;NÃO;NÃO;MOVIECOM BURITI;APARECIDA DE GOIÂNIA;GO;MOVIE CINEMAS LTDA
187;2;3;0;NÃO;NÃO;NÃO;MOVIECOM BURITI;APARECIDA DE GOIÂNIA;GO;MOVIE CINEMAS LTDA
171;2;3;0;NÃO;NÃO;SIM;MOVIECOM BURITI;APARECIDA DE GOIÂNIA;GO;MOVIE CINEMAS LTDA
77;2;3;0;SIM;NÃO;SIM;CINE ESTAÇÃO NET GÁVEA;RIO DE JANEIRO;RJ;ESTAÇÃO CINEMA E CULTURA LTDA
262;5;2;0;SIM;NÃO;SIM;KINOPLEX GOLDEN;SÃO LUÍS;MA;EMPRESA CINEMAS SÃO LUIZ S/A
221;5;2;0;SIM;NÃO;SIM;MOVIECOM PÁTIO MARABÁ;MARABÁ;PA;MOVIE CINEMAS LTDA
213;4;2;0;NÃO;NÃO;NÃO;MOVIECOM CASTANHEIRA;BELÉM;PA;MOVIE CINEMAS LTDA
197;4;2;0;SIM;NÃO;SIM;MOVIECOM CASTANHEIRA;BELÉM;PA;MOVIE CINEMAS LTDA
117;4;2;0;SIM;NÃO;SIM;KINOPLEX GOLDEN;SÃO LUÍS;MA;EMPRESA CINEMAS SÃO LUIZ S/A
234;2;2;0;SIM;NÃO;SIM;CINE LUME RITZ;GOIÂNIA;GO;FREDERICO DA CRUZ MACHADO - ME
219;2;2;0;SIM;NÃO;SIM;CINE LUME RITZ;GOIÂNIA;GO;FREDERICO DA CRUZ MACHADO - ME
126;2;2;0;NÃO;NÃO;NÃO;MOVIECINE;PORTO ALEGRE;RS;GMF PRODUÇÕES ARTISTICAS LTDA
78;2;2;0;SIM;SIM;NÃO;CINEFLIX - RIO DE JANEIRO;RIO DE JANEIRO;RJ;MOVIESYSTEM CINEMATOGRAFICA LTDA
69;2;2;0;SIM;SIM;NÃO;CINEFLIX - RIO DE JANEIRO;RIO DE JANEIRO;RJ;MOVIESYSTEM CINEMATOGRAFICA LTDA
68;2;2;0;SIM;SIM;NÃO;GRUPOCINE TERRAZO EUSÉBIO;EUSÉBIO;CE;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
64;2;2;0;SIM;SIM;NÃO;CINEFLIX - RIO DE JANEIRO;RIO DE JANEIRO;RJ;MOVIESYSTEM CINEMATOGRAFICA LTDA
62;2;2;0;NÃO;SIM;NÃO;CINESYSTEM POMPEIA;SÃO PAULO;SP;REDECINE BRA CINEMATOGRÁFICA S.A.
55;2;2;0;SIM;SIM;NÃO;CINE CARMEN MIRANDA;MANAUS;AM;ASSOCIAÇÃO CULTURAL APARECEU A MARGARIDA - ACAM
46;2;2;0;NÃO;SIM;NÃO;CINESYSTEM BRASILIA;BRASÍLIA;DF;REDECINE BRA CINEMATOGRÁFICA S.A.
141;0;2;0;NÃO;NÃO;SIM;CINE RITZ ARACRUZ;ARACRUZ;ES;CINEMATOGRAFICA ARACRUZ LTDA ME
99;0;2;0;NÃO;NÃO;SIM;CINE RITZ ARACRUZ;ARACRUZ;ES;CINEMATOGRAFICA ARACRUZ LTDA ME
220;5;1;0;SIM;NÃO;SIM;CINEART CINE ITAUPOWER SHOPPING;CONTAGEM;MG;DELTA FILMES LTDA
154;4;1;0;SIM;NÃO;SIM;CINEMAIS JUIZ DE FORA - JARDIM NORTE;JUIZ DE FORA;MG;CINEMAIS CINEMAS LTDA
95;4;1;0;SIM;NÃO;SIM;KINOPLEX GOLDEN;SÃO LUÍS;MA;EMPRESA CINEMAS SÃO LUIZ S/A
137;2;1;0;NÃO;NÃO;NÃO;MOVIECOM MACAPÁ SHOPPING;MACAPÁ;AP;MOVIE CINEMAS LTDA
128;2;1;0;SIM;NÃO;SIM;MOVIECOM MACAPÁ SHOPPING;MACAPÁ;AP;MOVIE CINEMAS LTDA
119;2;1;0;SIM;NÃO;SIM;MOVIECOM MACAPÁ SHOPPING;MACAPÁ;AP;MOVIE CINEMAS LTDA
156;1;1;0;NÃO;NÃO;SIM;MOVIEMAX ROSA E SILVA;RECIFE;PE;P.M.C. CINEMAS DO BRASIL LTDA
47;1;1;0;NÃO;SIM;NÃO;CINESYSTEM BRASILIA;BRASÍLIA;DF;REDECINE BRA CINEMATOGRÁFICA S.A.
35;1;1;0;NÃO;NÃO;NÃO;PLANET NITERÓI;NITERÓI;RJ;SRS PLANET CINEMAS LTDA
120;10;0;0;SIM;NÃO;SIM;CINECLUBE TORRES;TORRES;RS;CINECLUBE TORRES
428;9;0;0;SIM;SIM;NÃO;CINEPOLIS PARQUE BAHIA;LAURO DE FREITAS;BA;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
271;9;0;0;NÃO;NÃO;NÃO;2136 CINEMARK SÃO GONÇALO;SÃO GONÇALO;RJ;CINEMARK BRASIL S.A
272;8;0;0;NÃO;NÃO;NÃO;2136 CINEMARK SÃO GONÇALO;SÃO GONÇALO;RJ;CINEMARK BRASIL S.A
191;8;0;0;SIM;NÃO;SIM;CEU JAÇANÃ;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
185;8;0;0;SIM;SIM;SIM;CINE DUPLEX;AMPARO;SP;EMPRESA CINEMATOGRÁFICA ESTAÇÃO LTDA
306;7;0;0;SIM;NÃO;SIM;SOROCABA CIANE;SOROCABA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
226;7;0;0;SIM;NÃO;SIM;CINEMAIS ANÁPOLIS;ANÁPOLIS;GO;CINEMAIS CINEMAS LTDA
125;7;0;0;SIM;SIM;NÃO;CINEFLIX - GRANJA VIANNA;COTIA;SP;MOVIESYSTEM CINEMATOGRAFICA LTDA
417;6;0;0;NÃO;NÃO;SIM;CINESYSTEM IGUATEMI FLN;FLORIANÓPOLIS;SC;REDECINE BRA CINEMATOGRÁFICA S.A.
364;6;0;0;NÃO;NÃO;SIM;MULTIPLEX CAMPOS GOYTACAZES;CAMPOS DOS GOYTACAZES;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
349;6;0;0;SIM;NÃO;SIM;CINESYSTEM MACEIO;MACEIÓ;AL;REDECINE BRA CINEMATOGRÁFICA S.A.
323;6;0;0;SIM;NÃO;SIM;KINOPLEX DOM PEDRO;CAMPINAS;SP;EMPRESA CINEMAS SÃO LUIZ S/A
321;6;0;0;SIM;SIM;SIM;KINOPLEX ITAIM;SÃO PAULO;SP;SR SÃO PAULO CINEMAS S/A
319;6;0;0;SIM;SIM;SIM;KINOPLEX ITAIM;SÃO PAULO;SP;SR SÃO PAULO CINEMAS S/A
299;6;0;0;SIM;NÃO;SIM;AFA CINE UNIMED;CACHOEIRO DE ITAPEMIRIM;ES;VIA SUL CINEMATOGRÁFICA LTDA
298;6;0;0;NÃO;NÃO;SIM;ARAÚJO MULTIPLEX VIA VERDE;RIO BRANCO;AC;EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA
295;6;0;0;NÃO;NÃO;SIM;ARAÚJO MULTIPLEX VIA VERDE;RIO BRANCO;AC;EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA
290;6;0;0;NÃO;NÃO;SIM;CINES PLAZA SHOPPING ITU;ITU;SP;EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA
285;6;0;0;SIM;NÃO;SIM;ARAUJO MULTIPLEX RIO PRETO SHOPPING;SÃO JOSÉ DO RIO PRETO;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
279;6;0;0;NÃO;NÃO;SIM;CINES PLAZA SHOPPING ITU;ITU;SP;EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA
278;6;0;0;SIM;NÃO;SIM;SOROCABA CIANE;SOROCABA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
275;6;0;0;SIM;NÃO;SIM;AFA CINE UNIMED;CACHOEIRO DE ITAPEMIRIM;ES;VIA SUL CINEMATOGRÁFICA LTDA
275;6;0;0;SIM;NÃO;SIM;ARAUJO MULTIPLEX SHOPPING PIRACICABA;PIRACICABA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
263;6;0;0;SIM;NÃO;SIM;SOROCABA CIANE;SOROCABA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
229;6;0;0;NÃO;NÃO;SIM;MARINGÁ AVENIDA;MARINGÁ;PR;MSA EMPRESA CINEMATOGRÁFICA LTDA
227;6;0;0;SIM;NÃO;SIM;ARAUJO MULTIPLEX SHOPPING PIRACICABA;PIRACICABA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
226;6;0;0;SIM;NÃO;SIM;ARAUJO MULTIPLEX SHOPPING PIRACICABA;PIRACICABA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
224;6;0;0;NÃO;NÃO;SIM;MARINGÁ AVENIDA;MARINGÁ;PR;MSA EMPRESA CINEMATOGRÁFICA LTDA
123;6;0;0;SIM;SIM;SIM;CINE DUPLEX;AMPARO;SP;EMPRESA CINEMATOGRÁFICA ESTAÇÃO LTDA
119;6;0;0;SIM;NÃO;SIM;SOROCABA CIDADE;SOROCABA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
85;6;0;0;SIM;SIM;NÃO;CINEFLIX - SALVADOR;SALVADOR;BA;MOVIESYSTEM CINEMATOGRAFICA LTDA
396;5;0;0;SIM;SIM;NÃO;CINEFLIX - GRANJA VIANNA;COTIA;SP;MOVIESYSTEM CINEMATOGRAFICA LTDA
365;5;0;0;NÃO;NÃO;SIM;MULTIPLEX CAMPOS GOYTACAZES;CAMPOS DOS GOYTACAZES;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
288;5;0;0;SIM;NÃO;SIM;CINESYSTEM IGUATEMI FLN;FLORIANÓPOLIS;SC;REDECINE BRA CINEMATOGRÁFICA S.A.
286;5;0;0;SIM;NÃO;SIM;CINESYSTEM IGUATEMI FLN;FLORIANÓPOLIS;SC;REDECINE BRA CINEMATOGRÁFICA S.A.
256;5;0;0;SIM;NÃO;SIM;CINESYSTEM SÃO LEOPOLDO;SÃO LEOPOLDO;RS;REDECINE BRA CINEMATOGRÁFICA S.A.
251;5;0;0;SIM;NÃO;SIM;CINEPOLIS TRES LAGOAS;TRÊS LAGOAS;MS;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
247;5;0;0;SIM;SIM;NÃO;CINEPOLIS PARQUE BAHIA;LAURO DE FREITAS;BA;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
242;5;0;0;SIM;NÃO;SIM;ARAUJO MULTIPLEX RIO PRETO SHOPPING;SÃO JOSÉ DO RIO PRETO;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
240;5;0;0;NÃO;NÃO;NÃO;2134 CINEMARK NOVO HAMBURGO;NOVO HAMBURGO;RS;CINEMARK BRASIL S.A
221;5;0;0;SIM;NÃO;SIM;ARAUJO MULTIPLEX RIO PRETO SHOPPING;SÃO JOSÉ DO RIO PRETO;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
220;5;0;0;SIM;NÃO;SIM;ARAUJO MULTIPLEX RIO PRETO SHOPPING;SÃO JOSÉ DO RIO PRETO;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
213;5;0;0;NÃO;NÃO;NÃO;2137 CINEMARK JEQUITIBÁ ITABUNA;ITABUNA;BA;CINEMARK BRASIL S.A
212;5;0;0;NÃO;NÃO;NÃO;2140 CINEMARK BOULEVARD SHOPPING MOGI GUAÇU;MOGI GUAÇU;SP;CINEMARK BRASIL S.A
212;5;0;0;NÃO;NÃO;SIM;CINE ARAÚJO PORTO VELHO;PORTO VELHO;RO;EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA
201;5;0;0;SIM;NÃO;SIM;CINEART CINE ITAUPOWER SHOPPING;CONTAGEM;MG;DELTA FILMES LTDA
194;5;0;0;NÃO;NÃO;NÃO;2136 CINEMARK SÃO GONÇALO;SÃO GONÇALO;RJ;CINEMARK BRASIL S.A
193;5;0;0;NÃO;NÃO;NÃO;2137 CINEMARK JEQUITIBÁ ITABUNA;ITABUNA;BA;CINEMARK BRASIL S.A
152;5;0;0;NÃO;NÃO;NÃO;2137 CINEMARK JEQUITIBÁ ITABUNA;ITABUNA;BA;CINEMARK BRASIL S.A
128;5;0;0;SIM;NÃO;SIM;MULTIPLEX CATUAI LONDRINA;LONDRINA;PR;EMPRESA CINEMATOGRÁFICA ARAUJO LTDA
100;5;0;0;SIM;NÃO;SIM;MULTIPLEX CATUAI LONDRINA;LONDRINA;PR;EMPRESA CINEMATOGRÁFICA ARAUJO LTDA
398;4;0;0;SIM;NÃO;SIM;KINOPLEX DOM PEDRO;CAMPINAS;SP;EMPRESA CINEMAS SÃO LUIZ S/A
319;4;0;0;NÃO;NÃO;SIM;CINESYSTEM LITORAL PLAZA;PRAIA GRANDE;SP;REDECINE BRA CINEMATOGRÁFICA S.A.
243;4;0;0;NÃO;NÃO;SIM;CINESYSTEM SÃO LEOPOLDO;SÃO LEOPOLDO;RS;REDECINE BRA CINEMATOGRÁFICA S.A.
240;4;0;0;SIM;NÃO;SIM;CINEMAIS ARAXÁ;ARAXÁ;MG;CINEMAIS CINEMAS LTDA
230;4;0;0;SIM;NÃO;SIM;CINEMAIS ITUIUTABA;ITUIUTABA;MG;CINEMAIS CINEMAS LTDA
221;4;0;0;SIM;SIM;NÃO;CINEFLIX - GRANJA VIANNA;COTIA;SP;MOVIESYSTEM CINEMATOGRAFICA LTDA
217;4;0;0;SIM;NÃO;SIM;CINEMAIS ANÁPOLIS;ANÁPOLIS;GO;CINEMAIS CINEMAS LTDA
211;4;0;0;SIM;NÃO;SIM;CINE CARIRI;SERRINHA;BA;GEFA COMERCIO E ENTRETENIMENTO LTDA
208;4;0;0;SIM;NÃO;SIM;CINESYSTEM SÃO LEOPOLDO;SÃO LEOPOLDO;RS;REDECINE BRA CINEMATOGRÁFICA S.A.
206;4;0;0;SIM;NÃO;SIM;CINEMAS COSTA DOURADA;CABO DE SANTO AGOSTINHO;PE;SHOPPING CENTER COSTA DOURADA S/A
202;4;0;0;NÃO;NÃO;SIM;MULTIPLEX CAMPOS GOYTACAZES;CAMPOS DOS GOYTACAZES;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
200;4;0;0;NÃO;NÃO;SIM;MOVIECOM PRAIA SHOPPING;NATAL;RN;MOVIE CINEMAS LTDA
199;4;0;0;SIM;NÃO;SIM;CEU QUINTA DO SOL;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
195;4;0;0;SIM;NÃO;SIM;CINESERCLA SHOPPING NORTE;BELO HORIZONTE;MG;EMPRESA DE CINEMAS SERCLA LTDA
193;4;0;0;NÃO;NÃO;SIM;CINESERCLA SHOPPING PRÊMIO;NOSSA SENHORA DO SOCORRO;SE;EXIBIDORA NACIONAL DE FILMES LTDA
192;4;0;0;SIM;NÃO;SIM;CINEPOLIS TRES LAGOAS;TRÊS LAGOAS;MS;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
191;4;0;0;SIM;NÃO;SIM;KINOPLEX VILA OLÍMPIA;SÃO PAULO;SP;EMPRESA CINEMAS SÃO LUIZ S/A
180;4;0;0;SIM;NÃO;SIM;CINESYSTEM LITORAL PLAZA;PRAIA GRANDE;SP;REDECINE BRA CINEMATOGRÁFICA S.A.
178;4;0;0;SIM;NÃO;NÃO;AFA CINE UNIMED;CACHOEIRO DE ITAPEMIRIM;ES;VIA SUL CINEMATOGRÁFICA LTDA
178;4;0;0;SIM;NÃO;SIM;KINOPLEX VILA OLÍMPIA;SÃO PAULO;SP;EMPRESA CINEMAS SÃO LUIZ S/A
176;4;0;0;SIM;SIM;NÃO;CINEPOLIS PARQUE BAHIA;LAURO DE FREITAS;BA;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA
174;4;0;0;SIM;NÃO;SIM;CINE UNIPLEX CAMPOS;CAMPOS DOS GOYTACAZES;RJ;CINEMAS UNIPLEX LTDA
172;4;0;0;NÃO;NÃO;SIM;MARINGÁ AVENIDA;MARINGÁ;PR;MSA EMPRESA CINEMATOGRÁFICA LTDA
165;4;0;0;NÃO;NÃO;SIM;MULTIPLEX CAMPOS GOYTACAZES;CAMPOS DOS GOYTACAZES;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
164;4;0;0;NÃO;NÃO;SIM;MOVIECOM PRAIA SHOPPING;NATAL;RN;MOVIE CINEMAS LTDA
163;4;0;0;SIM;NÃO;SIM;ARAUJO MULTIPLEX RIO PRETO SHOPPING;SÃO JOSÉ DO RIO PRETO;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
159;4;0;0;NÃO;NÃO;SIM;CINESERCLA SHOPPING PRÊMIO;NOSSA SENHORA DO SOCORRO;SE;EXIBIDORA NACIONAL DE FILMES LTDA
151;4;0;0;NÃO;NÃO;NÃO;2134 CINEMARK NOVO HAMBURGO;NOVO HAMBURGO;RS;CINEMARK BRASIL S.A
149;4;0;0;SIM;NÃO;SIM;CINEMAIS ANÁPOLIS;ANÁPOLIS;GO;CINEMAIS CINEMAS LTDA
